Descrição;Classificação;Origem / Destino;CFOP_ID;CFOP Descrição
Retorno de bem do ativo imobilizado remetido para uso fora do estabelecimento;Classificam-se neste código as entradas por retorno de bens do ativo imobilizado remetidos para uso fora do estabelecimento, cujas saídas tenham sido classificadas no código 5554 ou 6554 - Remessa de bem do ativo imobilizado para uso fora do estabelecimento.;Origem / Destino Fora Estado;2554;2.554 - Retorno de bem do ativo imobilizado remetido para uso fora do estabelecimento
Entrada de bem do ativo imobilizado de terceiro, remetido para uso no estabelecimento;Classificam-se neste código as entradas de bens do ativo imobilizado de terceiros, remetidos para uso no estabelecimento.;Origem / Destino Fora Estado;2555;2.555 - Entrada de bem do ativo imobilizado de terceiro, remetido para uso no estabelecimento
Compra de material para uso ou consumo;Classificam-se neste código as compras de mercadorias destinadas ao uso ou consumo do estabelecimento.;Origem / Destino Fora Estado;2556;2.556 - Compra de material para uso ou consumo
Transferência de material para uso ou consumo;Classificam-se neste código as entradas de materiais para uso ou consumo recebidos em transferência de outro estabelecimento da mesma empresa.;Origem / Destino Fora Estado;2557;2.557 - Transferência de material para uso ou consumo
Ressarcimento de ICMS retido por substituição tributária;Classificam-se neste código os lançamentos destinados ao registro de ressarcimento de ICMS retido por substituição tributária à contribuinte substituído, efetuado pelo contribuinte substituto, ou, ainda, quando o ressarcimento for apropriado pelo próprio contribuinte substituído, nas hipóteses previstas na legislação aplicável.;Origem / Destino Fora Estado;2603;2.603 - Ressarcimento de ICMS retido por substituição tributária
Compra de combustível ou lubrificante para industrialização subseqüente;Classificam-se neste código as vendas de combustíveis ou lubrificantes industrializados no estabelecimento destinados à comercialização, inclusive aquelas decorrentes de encomenda para entrega futura, cujo faturamento tenha sido classificado nos códigos 5922 ou 6922 - “Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura”.;Origem / Destino Fora Estado;2651;2.651 - Compra de combustível ou lubrificante para industrialização subseqüente
Compra de combustível ou lubrificante para comercialização;Classificam-se neste código as vendas de combustíveis ou lubrificantes industrializados no estabelecimento destinados à comercialização, inclusive aquelas decorrentes de encomenda para entrega futura, cujo faturamento tenha sido classificado nos códigos 5922 ou 6922 - “Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura”.;Origem / Destino Fora Estado;2652;2.652 - Compra de combustível ou lubrificante para comercialização
Compra de combustível ou lubrificante por consumidor ou usuário final;Classificam-se neste código as entradas em retorno de combustível ou lubrificante remetidos para venda fora do estabelecimento, inclusive por meio de veículos, e não comercializados.;Origem / Destino Fora Estado;2653;2.653 - Compra de combustível ou lubrificante por consumidor ou usuário final
Retorno de remessa de combustível ou lubrificante para venda fora do estabelecimento - Efeitos a partir de 01/02/2020 - Ajuste Sinief nº 27/2019;Classificam-se neste código as entradas em retorno de combustível ou lubrificante remetidos para venda fora do estabelecimento, inclusive por meio de veículos, e não comercializados.;Origem / Destino Fora Estado;2657;2.657 - Retorno de remessa de combustível ou lubrificante para venda fora do estabelecimento - Efeitos a partir de 01/02/2020 - Ajuste Sinief nº 27/2019
Transferência de combustível ou lubrificante para industrialização;Classificam-se neste código as entradas de insumos recebidos para industrialização por encomenda de outra empresa ou de outro estabelecimento da mesma empresa.;Origem / Destino Fora Estado;2658;2.658 - Transferência de combustível ou lubrificante para industrialização
Transferência de combustível ou lubrificante para comercialização;Classificam-se neste código as entradas de insumos recebidos para industrialização por encomenda de outra empresa ou de outro estabelecimento da mesma empresa.;Origem / Destino Fora Estado;2659;2.659 - Transferência de combustível ou lubrificante para comercialização
Devolução de venda de combustível ou lubrificante destinados à industrialização subseqüente;Classificam-se neste código as entradas de insumos recebidos para industrialização por encomenda de outra empresa ou de outro estabelecimento da mesma empresa.;Origem / Destino Fora Estado;2660;2.660 - Devolução de venda de combustível ou lubrificante destinados à industrialização subseqüente
Devolução de venda de combustível ou lubrificante destinados à comercialização;Classificam-se neste código as entradas de insumos recebidos para industrialização por encomenda de outra empresa ou de outro estabelecimento da mesma empresa.;Origem / Destino Fora Estado;2661;2.661 - Devolução de venda de combustível ou lubrificante destinados à comercialização
Devolução de venda de combustível ou lubrificante destinados a consumidor ou usuário final;Classificam-se neste código as entradas de insumos recebidos para industrialização por encomenda de outra empresa ou de outro estabelecimento da mesma empresa.;Origem / Destino Fora Estado;2662;2.662 - Devolução de venda de combustível ou lubrificante destinados a consumidor ou usuário final
Entrada de combustível ou lubrificante para armazenagem;Classificam-se neste código as entradas de insumos recebidos para industrialização por encomenda de outra empresa ou de outro estabelecimento da mesma empresa.;Origem / Destino Fora Estado;2663;2.663 - Entrada de combustível ou lubrificante para armazenagem
Retorno de combustível ou lubrificante remetidos para armazenagem;Classificam-se neste código as entradas de insumos recebidos para industrialização por encomenda de outra empresa ou de outro estabelecimento da mesma empresa.;Origem / Destino Fora Estado;2664;2.664 - Retorno de combustível ou lubrificante remetidos para armazenagem
Entrada para industrialização por encomenda;Classificam-se neste código as entradas de insumos recebidos para industrialização por encomenda de outra empresa ou de outro estabelecimento da mesma empresa.;Origem / Destino Fora Estado;2901;2.901 - Entrada para industrialização por encomenda
Retorno de mercadoria remetida para industrialização por encomenda;Classificam-se neste código o retorno dos insumos remetidos para industrialização por encomenda, incorporados ao produto final pelo estabelecimento industrializador.;Origem / Destino Fora Estado;2902;2.902 - Retorno de mercadoria remetida para industrialização por encomenda
Entrada de mercadoria remetida para industrialização e não aplicada no referido processo;Classificam-se neste código as entradas em devolução de insumos remetidos para industrialização e não aplicados no referido processo.;Origem / Destino Fora Estado;2903;2.903 - Entrada de mercadoria remetida para industrialização e não aplicada no referido processo
Retorno de remessa para venda fora do estabelecimento;Classificam-se neste código as entradas em retorno de mercadorias remetidas para venda fora do estabelecimento, inclusive por meio de veículos, e não comercializadas.;Origem / Destino Fora Estado;2904;2.904 - Retorno de remessa para venda fora do estabelecimento
Entrada de mercadoria recebida para depósito em depósito fechado ou armazém geral;Classificam-se neste código as entradas de mercadorias recebidas para depósito em depósito fechado ou armazém geral.;Origem / Destino Fora Estado;2905;2.905 - Entrada de mercadoria recebida para depósito em depósito fechado ou armazém geral
Retorno de mercadoria remetida para depósito fechado ou armazém geral;Classificam-se neste código as entradas em retorno de mercadorias remetidas para depósito em depósito fechado ou armazém geral.;Origem / Destino Fora Estado;2906;2.906 - Retorno de mercadoria remetida para depósito fechado ou armazém geral
Retorno simbólico de mercadoria remetida para depósito fechado ou armazém geral;Classificam-se neste código as entradas em retorno simbólico de mercadorias remetidas para depósito em depósito fechado ou armazém geral, quando as mercadorias depositadas tenham sido objeto de saída a qualquer título e que não tenham retornado ao estabelecimento depositante.;Origem / Destino Fora Estado;2907;2.907 - Retorno simbólico de mercadoria remetida para depósito fechado ou armazém geral
